uniqueId,mac,alias,tags,packets,profiles,proximity,major,minor,namespace,instanceId,url,txPower,shuffled,interval,name,rssi0m,rssi1m,powerSaving.features,powerSaving.moveSuspendTimeout,powerSaving.lightSensorHysteresis,powerSaving.lightSensorThreshold,powerSaving.rtc.MON,powerSaving.rtc.TUE,powerSaving.rtc.WED,powerSaving.rtc.THU,powerSaving.rtc.FRI,powerSaving.rtc.SAT,powerSaving.rtc.SUN,eidRotationPeriodExponent,accelerometer.features,accelerometer.sensitivity,accelerometer.preset,accelerometer.move.threshold,accelerometer.move.duration,accelerometer.doubleTap.threshold,accelerometer.doubleTap.timeLimit,accelerometer.doubleTap.timeLatency,accelerometer.doubleTap.timeWindow,accelerometer.move.detectionFlags,accelerometer.move.detectionFlagsJunction,accelerometer.doubleTap.detectionFlags,accelerometer.highPass.mode,accelerometer.highPass.cutoffFrequency,accelerometer.highPass.moveDetection,accelerometer.highPass.doubleTapDetection,accelerometer.highPass.accelerometerData,accelerometer.highPass.reference,batteryLevel,lastSeen
nvGd7k,DD:A9:28:C4:E0:CD,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,2772,45108,f7826da6bc5b71e0893e,6c5573545742,http://kntk.io/eddystone,7,false,100.0,8399,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-04-20 06:47:36.0
nvD5VF,C5:81:9C:C4:B0:4D,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,5677,26888,f7826da6bc5b71e0893e,4e7279373644,http://kntk.io/eddystone,7,false,100.0,8396,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-04-20 06:39:52.0
nvhENp,C3:96:63:FB:0B:1F,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,31315,2317,f7826da6bc5b71e0893e,335746486a57,http://kntk.io/eddystone,7,false,100.0,8106,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-05-18 07:38:28.0
nvZD7i,EC:13:CE:90:08:BD,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,27198,21850,f7826da6bc5b71e0893e,576e5a414251,http://kntk.io/eddystone,7,false,100.0,8114,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,99,2021-05-18 07:50:10.0
nvP1cM,D2:61:03:B7:C3:75,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,36417,37991,f7826da6bc5b71e0893e,66576557767a,http://kntk.io/eddystone,7,false,100.0,8113,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-05-18 07:48:41.0
nv2gCU,DF:4E:9E:AB:20:CD,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,28480,4408,f7826da6bc5b71e0893e,4a4a6f52686f,http://kntk.io/eddystone,7,false,100.0,8112,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-11-12 08:00:00.0
nvTyAK,D2:20:32:0C:C6:32,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,5134,39575,f7826da6bc5b71e0893e,596d44595641,http://kntk.io/eddystone,7,false,100.0,8395,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-04-20 06:36:03.0
nvyLvi,FC:87:14:09:0E:0C,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,48826,63829,f7826da6bc5b71e0893e,564374437656,http://kntk.io/eddystone,7,false,100.0,8394,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-11-12 07:55:00.0
nvmx9K,FB:4E:D9:38:F5:EE,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,27050,32477,f7826da6bc5b71e0893e,543749705642,http://kntk.io/eddystone,7,false,100.0,8111,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-05-18 07:45:43.0
nvMeI3,CD:23:F5:66:68:90,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,60101,43153,f7826da6bc5b71e0893e,5a4e69646630,http://kntk.io/eddystone,7,false,100.0,8393,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-11-12 07:55:00.0
nvUQgr,F3:48:FE:8D:D7:FA,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,41523,60790,f7826da6bc5b71e0893e,6b4573454d72,http://kntk.io/eddystone,7,false,100.0,8392,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-04-20 06:22:48.0
nvjRky,E8:9C:9E:5E:2D:0B,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,32838,6691,f7826da6bc5b71e0893e,676e79523046,http://kntk.io/eddystone,7,false,100.0,8391,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-04-20 06:19:36.0
nvC1Sh,E8:C6:7A:9D:B3:9F,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,34806,58816,f7826da6bc5b71e0893e,42616e344864,http://kntk.io/eddystone,7,false,100.0,Kontakt,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,85,2022-05-12 05:35:00.0
nv6O4d,E7:82:B6:04:6E:06,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,14661,48769,f7826da6bc5b71e0893e,72576a4c6f52,http://kntk.io/eddystone,7,false,100.0,Kontakt,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,76,2022-05-12 05:35:00.0
nvEwMe,C9:AC:01:6F:64:71,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,1795,9078,f7826da6bc5b71e0893e,7a4b76574773,http://kntk.io/eddystone,7,false,100.0,8104,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,99,2021-05-18 07:31:44.0
nviNY0,FF:B6:18:3C:6F:0F,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,65042,26020,f7826da6bc5b71e0893e,486d4355726d,http://kntk.io/eddystone,7,false,100.0,8338,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-04-18 19:33:00.0
nv37cf,DC:32:B9:51:E5:62,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,37833,58939,f7826da6bc5b71e0893e,714958514148,http://kntk.io/eddystone,7,false,100.0,8372,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-04-18 18:40:16.0
nvIHc3,E1:18:C6:CE:E5:06,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,3511,49476,f7826da6bc5b71e0893e,416a50465339,http://kntk.io/eddystone,7,false,100.0,8324,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-04-18 19:05:30.0
nvoXmg,F3:47:A4:1D:94:BB,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,13054,38297,f7826da6bc5b71e0893e,4150326e3556,http://kntk.io/eddystone,7,false,100.0,8355,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-04-18 18:34:56.0
nv9O5B,C9:7D:26:0F:FE:58,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,22775,14882,f7826da6bc5b71e0893e,623159706267,http://kntk.io/eddystone,7,false,100.0,8315,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-11-12 08:00:00.0
nv2GFY,C3:41:55:BD:80:F5,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,5211,8075,f7826da6bc5b71e0893e,5a6434633672,http://kntk.io/eddystone,7,false,100.0,8371,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-11-12 08:00:00.0
nv5Vv0,E5:A9:7D:88:57:EF,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,10598,55147,f7826da6bc5b71e0893e,324e36657a61,http://kntk.io/eddystone,7,false,100.0,8335,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-04-18 18:58:13.0
nvdMCY,F2:ED:CE:53:E2:8B,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,28813,53413,f7826da6bc5b71e0893e,767279544632,http://kntk.io/eddystone,7,false,100.0,8356,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-04-18 18:32:49.0
nvtlQI,DF:D4:84:70:2F:A7,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,12726,52572,f7826da6bc5b71e0893e,6d344a357136,http://kntk.io/eddystone,7,false,100.0,8321,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-04-18 19:36:54.0
nvofmn,FB:95:CA:57:3B:B7,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,44296,45947,f7826da6bc5b71e0893e,594e584e4748,http://kntk.io/eddystone,7,false,100.0,8330,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-04-18 19:23:39.0
nvkY4d,EB:FC:C4:73:BE:92,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,60729,45796,f7826da6bc5b71e0893e,4a63784f5969,http://kntk.io/eddystone,7,false,100.0,8361,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-04-18 18:44:32.0
nv0Ocz,EE:A2:5F:A7:8C:9E,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,29247,20645,f7826da6bc5b71e0893e,304f46643964,http://kntk.io/eddystone,7,false,100.0,8374,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-04-18 18:33:25.0
nvyr44,F3:E3:4C:D9:0B:4D,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,15948,8741,f7826da6bc5b71e0893e,346b44323334,http://kntk.io/eddystone,7,false,100.0,8367,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,"X_AXIS,Y_AXIS,Z_AXIS",NORMAL,0.05,true,false,false,0,100,2021-04-18 18:27:45.0
