uniqueId,mac,alias,tags,packets,profiles,proximity,major,minor,namespace,instanceId,url,txPower,shuffled,interval,name,rssi0m,rssi1m,powerSaving.features,powerSaving.moveSuspendTimeout,powerSaving.lightSensorHysteresis,powerSaving.lightSensorThreshold,powerSaving.rtc.MON,powerSaving.rtc.TUE,powerSaving.rtc.WED,powerSaving.rtc.THU,powerSaving.rtc.FRI,powerSaving.rtc.SAT,powerSaving.rtc.SUN,eidRotationPeriodExponent,accelerometer.features,accelerometer.sensitivity,accelerometer.preset,accelerometer.move.threshold,accelerometer.move.duration,accelerometer.doubleTap.threshold,accelerometer.doubleTap.timeLimit,accelerometer.doubleTap.timeLatency,accelerometer.doubleTap.timeWindow,accelerometer.move.detectionFlags,accelerometer.move.detectionFlagsJunction,accelerometer.doubleTap.detectionFlags,accelerometer.highPass.mode,accelerometer.highPass.cutoffFrequency,accelerometer.highPass.moveDetection,accelerometer.highPass.doubleTapDetection,accelerometer.highPass.accelerometerData,accelerometer.highPass.reference,batteryLevel,lastSeen
Su8Bgn,EC:A4:61:86:75:17,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,15016,62960,f7826da6bc5b71e0893e,71426f396b41,http://kntk.io/eddystone,3,false,350.0,Kontakt,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2022-05-12 05:40:00.0
SuuBe4,CF:85:6F:8F:1C:E0,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,13609,23115,f7826da6bc5b71e0893e,555532304635,http://kntk.io/eddystone,3,false,350.0,0269,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2022-02-15 07:46:57.0
Suwtrq,F0:AD:5F:C1:14:8B,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,52520,27832,f7826da6bc5b71e0893e,586648664e42,http://kntk.io/eddystone,3,false,350.0,Kontakt,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2022-05-12 05:35:00.0
SuajyI,F2:34:E7:FD:55:BD,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,45371,14752,f7826da6bc5b71e0893e,69503976594d,http://kntk.io/eddystone,3,false,350.0,0268,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2022-02-15 07:42:26.0
SuOJLK,EE:BC:62:0B:14:CC,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,5199,20713,f7826da6bc5b71e0893e,6c32324c4248,http://kntk.io/eddystone,3,false,350.0,0242,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2020-12-22 08:45:00.0
Suhf1V,FA:BB:B0:E3:FB:A1,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,41502,43037,f7826da6bc5b71e0893e,574d46534f75,http://kntk.io/eddystone,3,false,350.0,0243,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2020-11-02 14:15:00.0
Suit9x,FC:AE:59:72:E0:83,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,12095,39917,f7826da6bc5b71e0893e,356d70413658,http://kntk.io/eddystone,3,false,350.0,0302,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2020-12-22 08:45:00.0
SuHNuv,CA:8E:C6:5F:D7:19,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,13270,57664,f7826da6bc5b71e0893e,67774d48576d,http://kntk.io/eddystone,3,false,350.0,0233,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2020-12-22 08:45:00.0
Sub4LA,CC:6A:3E:DB:38:06,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,57997,27314,f7826da6bc5b71e0893e,774a4c413576,http://kntk.io/eddystone,3,false,350.0,0235,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2020-11-02 10:40:00.0
SuKg93,EF:71:F8:57:F7:74,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,44948,46544,f7826da6bc5b71e0893e,33614f564949,http://kntk.io/eddystone,3,false,350.0,0240,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2020-12-22 08:45:00.0
SuRk1W,F1:A6:C9:DF:09:52,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,20221,51323,f7826da6bc5b71e0893e,683034657279,http://kntk.io/eddystone,3,false,350.0,0250,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2020-12-22 08:45:00.0
SuZbp1,F7:92:71:DE:B9:9B,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,35253,29682,f7826da6bc5b71e0893e,416d4b494b79,http://kntk.io/eddystone,3,false,350.0,0247,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2020-11-02 14:10:00.0
SurNL2,EA:92:D7:9D:81:6E,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,56167,52406,f7826da6bc5b71e0893e,646e724e4474,http://kntk.io/eddystone,3,false,350.0,0252,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2020-12-22 08:45:00.0
SuIP8K,F4:FA:52:2B:09:11,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,29030,28554,f7826da6bc5b71e0893e,783161745a6e,http://kntk.io/eddystone,3,false,350.0,0230,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2020-11-02 14:15:00.0
SulNlF,C1:CD:28:21:1E:47,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,44254,25806,f7826da6bc5b71e0893e,544967337a38,http://kntk.io/eddystone,3,false,350.0,0236,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2020-12-22 08:45:00.0
Sukl6g,DC:AE:F6:56:D4:BA,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,24349,50394,f7826da6bc5b71e0893e,6f7242597a74,http://kntk.io/eddystone,3,false,350.0,0254,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2020-12-22 08:45:00.0
SumQQZ,DF:EB:CF:31:4A:92,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,1750,7850,f7826da6bc5b71e0893e,77776b4c3271,http://kntk.io/eddystone,3,false,350.0,0205,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2020-12-22 08:45:00.0
SuBkSp,CB:73:5A:42:64:E3,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,42607,25234,f7826da6bc5b71e0893e,7a46664f6a58,http://kntk.io/eddystone,3,false,350.0,Kontakt,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2022-05-12 05:35:00.0
Sun8XD,CA:FE:BE:DE:88:5A,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,25854,46399,f7826da6bc5b71e0893e,385142566368,http://kntk.io/eddystone,3,false,350.0,0225,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2022-05-12 05:35:00.0
SutwB9,FF:F4:DD:66:9A:3F,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,51792,30332,f7826da6bc5b71e0893e,6a34484e4f53,http://kntk.io/eddystone,3,false,350.0,0240,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2020-12-22 08:45:00.0
SutL9i,DD:48:DF:1A:71:94,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,44970,24995,f7826da6bc5b71e0893e,42477a797567,http://kntk.io/eddystone,3,false,350.0,0207,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2020-12-22 08:45:00.0
SuAZNH,DF:A1:C6:C9:A5:B1,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,48749,17071,f7826da6bc5b71e0893e,52676d554839,http://kntk.io/eddystone,3,false,350.0,Kontakt,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2022-05-12 05:35:00.0
SutGxn,F1:36:01:35:3E:E3,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,20797,7404,f7826da6bc5b71e0893e,694849524f49,http://kntk.io/eddystone,3,false,350.0,0212,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2020-11-02 14:15:00.0
SuIX78,F3:0B:5D:DA:CB:AA,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,15932,58148,f7826da6bc5b71e0893e,784d59336b78,http://kntk.io/eddystone,3,false,350.0,0211,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2020-12-22 08:45:00.0
SuhlpI,E7:CD:7D:ED:37:C9,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,5209,49555,f7826da6bc5b71e0893e,4b48774b4b58,http://kntk.io/eddystone,3,false,350.0,Kontakt,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2022-05-12 05:35:00.0
SuVI9b,DE:34:E3:1C:6E:C7,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,51419,43261,f7826da6bc5b71e0893e,63795256384a,http://kntk.io/eddystone,3,false,350.0,0235,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2020-12-22 08:45:00.0
SuckvW,DF:CC:50:39:05:A6,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,39568,15455,f7826da6bc5b71e0893e,4b5257336f70,http://kntk.io/eddystone,3,false,350.0,0248,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2020-11-02 14:15:00.0
Sulvdy,EC:25:FB:25:3D:8C,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,22306,46624,f7826da6bc5b71e0893e,636f36466753,http://kntk.io/eddystone,3,false,350.0,Kontakt,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2022-05-06 12:40:00.0
Suj3Wt,F9:4B:5B:77:C1:CA,,,"IBEACON,KONTAKT",IBEACON,f7826da6-4fa2-4e98-8024-bc5b71e0893e,13823,29499,f7826da6bc5b71e0893e,343161346374,http://kntk.io/eddystone,3,false,350.0,def1,"-74,-43,-40,-36,-31,-28,-24,-18","-115,-84,-81,-77,-72,-69,-65,-59",,,,50,"0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23","0,1,2,3,4,5,21,6,22,23",15,"ACCELEROMETER,MOVE_DETECTION,X_AXIS,Y_AXIS,Z_AXIS",16,MOVEMENT,240,160,0,0,0,0,"X_POSITIVE,Y_POSITIVE,Z_POSITIVE",OR,,NORMAL,0.05,true,false,false,0,100,2022-03-17 06:41:50.0
